rating,comment,sentiment,clean_comment
5,mantaaap bedentummm,positive,bedentummm
5,masi awet sampe sekarang,positive,mas awet sekarang
3,"bungkusnya dalamnya udh ringsek, tempelan pd wadah headsetnya banyak masuk angin",neutral,bungkus dalam ringsek tempel wadah headsetnya masuk angin
5,bagus dan ngebass barang nya juga awet,positive,bagus ngebass barang juga awet
5,mendarat dengan selamat dan tampilan baik.suara mantap.... warna sesuai pesanan.. makasihhhhhhhh,positive,darat selamat tampil suara mantap warna sesuai pesan makasihhhhhhhh
5,mantbss,positive,mantbss
5,respon penjual dan produknya ok punya ga diragukan dah.. tapi sayang kurirnya mengecewakan..,positive,respon jual produk punya ragu dah sayang kurir kecewa
4,"makasih bosku, pengiriman ok, respon penjual ok, packing lmyn aman, tpi mendingan i9 walaupun dri segi harga beda dikit",positive,terima kasih bos ku kirim respon jual packing lumayan aman mending dari segi harga beda dikit
5,desainnya modern 😍 suaranya jernih,positive,desain modern suara jernih
2,"b saja, cenderung kurang. jarak dengar 3 m doang. kadang ndut2an suara ilang.",negative,cenderung jarak dengar doang kadang ndut an suara hilang
5,"toko yang amanah dan terpercaya, dikasi yang tokcer. untuk produk sesuai pesanan, lumayan untuk harga low end suara jernih layar sentuh lagi, cuman rada kurang di equali...",positive,toko amanah percaya kasi tokcer produk sesuai pesan lumayan harga low end suara jernih layar sentuh cuman rada di equali
5,"desainnya modern 😍, sudah yang ke 2 belanja disini",positive,desain modern yang belanja
5,barangnya original 👍 nyaman dipakai lama koneksi bluetooth kuat,positive,barang original nyaman pakai koneksi bluetooth kuat
5,"ok, 😁",positive,
5,barang diterima dengan kondisi berfungsi dengan baik. untuk kwalitas suara sesuai harga lah.,positive,barang terima kondisi fungsi baik kualitas suara sesuai harga
5,"mantep ka, barangnya semua pesanan dan berfungsi dngn baik",positive,mantap ka barang pesan fungsi baik
5,sip 👍👍,positive,sip
5,barang aman sampai tujuan ngga ada cacat sedikitpun semoga awet seperti sebelumnya,positive,barang aman tuju ada cacat sedikit moga awet belum
5,mamtul gan,positive,mamtul juragan
5,gudd,positive,gudd
5,bagus dengan harga segitu murahnya...penjualnya responnya cepat...good ...recomended resselernya,positive,bagus harga segitu murah jual responnya cepat bagus recomended resselernya
5,"trimakasih sudah diterima, sedang dicoba",positive,terima kasih terima coba
4,suaranya bagus beli ke 2 karena keponakan minta jadi saya beli lagi. tapi sayang pembelian kedua earphonenya 1 ga berfungsi hanya bs ngecash tp dilepas dr tempat cash lgs...,positive,suara bagus beli karena keponakan jadi beli sayang beli earphonenya fungsi bisa ngecash tapi lepas tempat cash langsung
5,"biar gak ribet lagi sama kabel earphone, tws ini bisa jadi alternatif. kualitas suara termasuk lumayan untuk harga segini. coba dipakai 2 jam, baterai masih kuat. pengiri...",positive,biar ribet sama kabel tws bisa alternatif kualitas suara lumayan harga gin coba pakai jam baterai kuat iri
5,"barangnya sesuai dan bagus,,,kurirnya ramah juga mantapppp pokoknya",positive,barang sesuai bagus kurir ramah mantap pokok
5,👍,positive,
4,pesen hitam datangnya putih,positive,pesan hitam datang putih
5,"barangnya original 👍 desainnya modern 😍... hanya saja di expedisi nya kelamaan,, saat pilih expedisi keknya... terima kasih",positive,barang original desain modern saja expedisi lama pilih expedisi kek terima kasih
5,koq warna putih yah,positive,koq warna putih yah
1,"nyala'y senen kemis... mati""... baru dateng dah kek gtu... entah siapa yg salah....",negative,nyala senen kemis mati datang dah kek entah yang salah
5,mantap,positive,mantap
5,lancar jaya,positive,lancar jaya
3,pesan hitam. datang nya putih 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,neutral,pesan hitam nya putih
4,bagus,positive,bagus
5,"pengiriman cepat & mudah""an berfungsi dengan baik",positive,kirim cepat mudah an fungsi baik
4,baguuuuus,positive,baguuuuus
5,"bagus,puas keren",positive,bagus puas keren
5,"kualitas lumayanlah ,sesuai dgn harganya",positive,kualitas lumayan sesuai harga
5,mantap gan sesuai ke inginan 👍👍👍,positive,mantap juragan sesuai ingin
5,bagus bisa digunakan dengan baik enak dipakai untuk suara bagus,positive,bagus guna baik enak pakai suara bagus
4,"yang dateng ga sesuai pesanan, beda tipe, ya sudah lah apa boleh buat.. beli bbm eceran dulu lah kalo gitu",positive,datang sesuai pesan beda tipe sudah boleh beli bbm ecer kalo
5,"barangnya bagus, respon pembeli cepat, pengiriman juga cepat, ok banget deh",positive,barang bagus respon beli cepat kirim cepat sangat deh
5,👍,positive,
1,kapan aku beli ini ya?,negative,saya beli ya
4,"nambahin, saat buyer memesan harusnya tersedia opsi pilihan warna, biar gak terkesan 'nipu' di display hitam yg sampai putih. buat kualitas sih lumayan sesuai har...",positive,nambahin buyer mes sedia opsi pilih warna biar kes nipu display hitam sampai putih kualitas sih lumayan sesuai har
5,mantap gan sesuai dengan gambar joss,positive,mantap juragan sesuai gambar mantap
5,terima kasih barang sudah sampai,positive,terima kasih barang sampai
5,barangnya original 👍,positive,barang original
5,"bagus barangnya,,, berfungsi dengan baik",positive,bagus barang fungsi baik
5,"saya pengguna kz zsn pro yang kabel. beli ini sebenernya untuk dengerin kajian atau murottal saat kerja di kantor. tapi dicoba denger musik, lumayan juga untuk harga diba...",positive,guna kz zsn pro kabel beli sebenernya dengerin kaji murottal kerja kantor coba dengar musik lumayan untuk harga diba
5,"brg sesuai disp. utk pemakaian putar musik ± 4jam. suara ok, stereo, seimbang vokal, treble basnya... secara keseluruhan ok. hanya earphone kiri kanan kelihatannya sama...",positive,barang sesuai disp utk pakai putar musik jam suara stereo imbang vokal treble bas seluruh hanya kiri kanan sama
5,kondisi bagus. barang sesuai ekspetasi.,positive,kondisi bagus barang sesuai ekspetasi
3,mati sebelah tapi ya sudahlah...,neutral,mati belah ya
3,warna tidak sesuai gambar,neutral,warna sesuai gambar
1,baru di pakai 3 hari yang 1 ngecas gak full 30% respon balas juga lambat,negative,di pakai yang ngecas full respon balas lambat
5,barangnya original 👍,positive,barang original
5,"yey, berfungsi. mudah""an awwet",positive,yey fungsi mudah an awwet
5,"loss gak rewel semua berfungsi optimal , makasih bonus nya seller",positive,loss rewel fungsi optimal terima kasih bonus jual
5,seler joss. warna putih sayang kirain warna item yang dikirim,positive,jual mantap warna putih sayang kirain warna hitam kirim
4,👍,positive,
5,"produk berfungsi dng baik dan semoga awet,thank *******",positive,produk fungsi baik moga awet terima kasih
1,"oke layar lcd tewas setengah, buat ngecas hp gak bisa handset mati.",negative,oke layar lcd tewas buat ngecas ponsel bisa handset mati
5,barang ok sesuai pesanan joss gandos mantap,positive,barang sesuai pesan mantap mantap mantap
3,"biasa aja, gak ngebass",neutral,aja ngebass
3,pertama beli suaranya ngebas giliran beli yang keduanya suaranya agak kering,neutral,beli suara ngebass gilir beli dua suara kering
5,tks,positive,terima kasih
2,sebelah kiri tidak berfungsi.. sudah di charge tetap tidak bisa.. mungkin ada solusi dari kaka penjual nya?,negative,belah kiri fungsi di charge tidak mungkin solusi kaka jual
5,amanah kwalitas dan cepat,positive,amanah kualitas cepat
1,tws mati sebelah.dicas ndk mau penuh.bluetooth tidak terconect.sebelum pencet selesai harusnya dicek dulu.karena tdk bisa diretur.berarti barang yg dikirim tidak di qc du...,negative,tws mati belah cas ndk penuh bluetooth terconect pencet selesai cek karena bisa retur barang kirim di qc du
5,trimks,positive,trimks
5,barang oce,positive,barang oce
5,👍👍👍,positive,
5,"so far bagus, semoga awet",positive,so bagus moga awet
5,bass-nya mantap,positive,bass mantap
1,headset sebelah kiri tidak berfungsi,negative,headset belah kiri fungsi
2,head set mati sebelah. di cas bisa tp suara tidak keluar.,negative,head set mati belah cas tapi suara keluar
5,barangnya original 👍 suaranya jernih nyaman dipakai lama desainnya modern 😍 pengiriman & respon seller cpat.,positive,barang original suara jernih nyaman pakai desain modern kirim respon jual cepat
4,alhamdulillah sampai tapi yaa gtu kurang bass nya,positive,alhamdulillah tapi begitu bass
5,"mantul barang berfungsi dengan baik, semoga barang nya awet.",positive,mantap barang fungsi baik moga barang awet
3,"lumayan, semoga awet",neutral,lumayan moga awet
5,"mantap, barang bagus dan baterai awet",positive,mantap barang bagus baterai awet
5,"barang sesuai deskripsi, packing aman, harga sesuai",positive,barang sesuai deskripsi packing aman harga sesuai
5,barangnya original 👍 suaranya jernih nyaman dipakai lama ada garansi resmi koneksi bluetooth kuat desainnya modern 😍 material premium baterai tahan lama noise cancellat...,positive,barang original suara jernih nyaman pakai ada garansi resmi koneksi bluetooth kuat desain modern material premium baterai tahan noise cancellat
5,"cepat sampainya , packing lumayan bagus kurir ramah , top seler dah ..thx tokopedia",positive,cepat sampai packing lumayan bagus kurir ramah baik jual dah terima kasih tokopedia
2,"kondisi barang baek mulus,, tpi 1 dri 2 headset ny seperti ada suara angin brisik ,,spertinya rusak,",negative,kondisi barang mulus dari headset ny ada suara angin brisik spertinya rusak
5,"barang sesuai pesanan,, suaranya bagus, berfungsi semoga awet kabelnya kuat",positive,barang sesuai pesan suara bagus fungsi moga awet kabel kuat
5,👍,positive,
5,"barang udah terima. enak banget d dengar d telinga, jernih. walau agak lama gak masalah sich. kurirx ramah dan bersahabat. sukses selalu ya buat resellernya. yg mau pake...",positive,barang udah terima enak dengar di telinga jernih agak tidak sich kurirx ramah sahabat sukses ya resellernya mau pake
5,lumayan tapi kadang suka mati idup sendiri walaupun sdh di charge,positive,lumayan kadang suka mati hidup walaupun di charge
5,barang mantap,positive,barang mantap
1,earphone rusak sebelah.,negative,rusak belah
5,koneksi bluetooth kuat harganya terjangkau,positive,koneksi bluetooth kuat harga jangkau
4,bintang 4 aja karna barang nyasar. untuk barang cukup puas.,positive,bintang aja karna barang nyasar barang puas
4,keren,positive,keren
5,product bagus pengiriman cepat sukses terus bossku,positive,bagus kirim cepat sukses bos
5,top...,positive,baik
5,"barang bagus secara fisik sesuai harga, semoga berfungsi seperti yg diharapkan (belum ditest) pelayanan super baik super respon super cepat ... layak bintang 5",positive,barang bagus fisik sesuai harga moga fungsi yang harap tes layan super super respon super cepat layak bintang
5,barang sesuai harga,positive,barang sesuai harga
3,kurang proaktif seler nya,neutral,proaktif jual
5,insya allah amanah,positive,insya allah amanah
4,sesuai harga,positive,sesuai harga
5,kilat,positive,kilat
5,barang sesuai thanks,positive,barang sesuai terima kasih
5,keren membuat anak saya senag dgn headset barunya,positive,keren anak senag headset baru
5,barangnya original 👍,positive,barang original
5,"sdh pernah beli seri sbelumnya, semoga oke produknya, thx 😊",positive,pernah beli seri sbelumnya moga oke produk terima kasih
5,kualitas oke,positive,kualitas oke
5,"barang sdh diterima tepat waktu, tks tokped dan kurir",positive,barang terima waktu terima kasih tokopedia kurir
4,ok si harga segini lumayan suaranya,positive,si harga gin lumayan suara
5,barang sesuai deskripsi. kualitas sesuai harga. suara mantab.,positive,barang sesuai deskripsi kualitas sesuai harga suara mantap
5,"pertama kali beli via tokopedia live, lgsg beli ini, barangcepat sampai packaging rapih. tksh pinzy official",positive,kali beli via tokopedia live langsung beli barangcepat emas rapih tksh pinzy official
2,yg dipesan gak sesuai sama yg dikirim,negative,pes sesuai yang kirim
5,"terima kasih, barangnya sudah sampai,semoga awet..",positive,terima kasih barang sampai moga awet
5,mantul,positive,mantap
5,"respon seller baik dan cepat. pengiriman di hari yg sama. langsung connect ke bluetooth dan suara oke. charge berfungsi. hanya satu kurangnya, kurang nyaman nempel diteli...",positive,respon jual cepat kirim hari sama langsung connect bluetooth dan suara oke charge fungsi satu kurang nyaman nempel tel
5,cocok,positive,cocok
5,barang bagus pengiriman cepat,positive,barang bagus kirim cepat
5,nyaman bgt digunain gk sakit dikuping,positive,nyaman digunain gak sakit kuping
4,barang siap tapi suara masih kurang mantap minus pengiriman lama,positive,barang tapi suara kurang mantap minus kirim
5,barang sesuai pesanan,positive,barang sesuai pesan
5,good respon barang bagus,positive,bagus respon barang bagus
5,"baguss banget, ga nyesel beli disini pengirimannya juga cepat barangnya ga ada yang rusak mantapp dehh💖💖",positive,bagus nyesal beli kirim cepat barang tidak ada rusak mantap dehh
5,earphonenya enak di pake praktis jga 🤤 kalau batere full bisa kuat 3-4jam tergantung suara volumenya jga,positive,earphonenya enak pake praktis kalau baterai full kuat jam gantung suara volume
4,kardusnya ada sobek tp dalamnya msh baru. kaget pas buka earbud nya diluar dan salah satu berkedip gitu? emang yg ada indikator lsmpu hy sebelah ya? wdh klo di luar gini...,positive,kardus sobek dalam baru kejut pas buka earbud luar salah kedip memang ada indikator lsmpu hy belah wdh kalo luar gin
5,sesuai harga anc.nya gimmick ygy . . affh iyh ?? . . ya iyalah harga murah ngarep anc sesuai budget pokonya jangan ragu nyobain membeli produk berarti support peredaran e...,positive,sesuai harga anc gimmick ygy affh iyh iya harga murah harap anc sesuai budget poko ragu nyobain beli produk support edar
5,puas proses cepat,positive,puas proses cepat
5,bagus,positive,bagus
5,barang oke pengiriman agak lambat dari seller nya,positive,barang oke kirim lambat jual
5,puasssss bangeeeeet,positive,puasssss bangeeeeet
5,puas bet gw pake nya suaranya jelas bet,positive,puas bet pake suara bet
5,sangat puas,positive,puas
5,terimakasih semua bagus,positive,terima kasih bagus
3,brngny tdk berfungsi...,neutral,brngny fungsi
5,"untuk harga yang terjangkau kualitas headsetnya bagus banget, baterai tahan cukup lama, kualitas suara juga oke dan koneksi bluetoothnya bagus. seller juga gercep dalam...",positive,harga jangkau kualitas headsetnya bagus baterai tahan lama kualitas suara oke koneksi bluetoothnya bagus jual gercep
1,"mantap, murah bgt... tapi pastinya ada uang ada barang wkwkwk",negative,mantap murah tapi pasti uang barang
5,"produk sesuai deskripsi, barang berfungsi dengan baik, oke, pengiriman standar",positive,produk sesuai deskripsi barang fungsi baik oke kirim standar
4,"yang kiri cepet abis baterai nya, sisanya oke👍",positive,kiri cepat abis baterai sisa oke
